instance,|V|,|A|,|B|,T,Components,ComponentsSelection,Profits,Algorithm,%numVisitedBlocks,%numVisitedBlocksNodes,%repeatedArcs,%repeatedNodes,%tourTotalMinutes,%blocksTotalMinutes,%tourMinutes,%blocksMinutes
55,519,268842,55,120,multiple,random,random,BRKGA,70.9090909090909,18.118466898954704,1.3961605584642234,16.027874564459932,26.5025,73.30999999999999,26.55228553537884,73.44771446462116
56,572,326612,60,120,multiple,random,random,BRKGA,65.0,22.178477690288712,0.0,14.829396325459317,28.506250000000005,70.71000000000001,28.731432603026217,71.26856739697378
57,569,323192,60,120,multiple,random,random,BRKGA,65.0,17.537942664418214,0.16891891891891891,6.408094435075886,25.296249999999997,74.675,25.303524763369467,74.69647523663053
58,788,620156,60,120,multiple,random,random,BRKGA,61.666666666666664,17.88756388415673,0.3412969283276451,11.925042589437819,27.50375,72.49,27.505469091818235,72.49453090818174
59,536,286760,60,120,multiple,random,random,BRKGA,61.666666666666664,35.1123595505618,1.408450704225352,17.97752808988764,17.791249999999998,81.75499999999998,17.872345768926504,82.12765423107348
60,582,338142,60,120,multiple,random,random,BRKGA,58.333333333333336,22.29551451187335,1.7173051519154559,14.907651715039577,26.786250000000003,73.105,26.81541176028932,73.18458823971069
61,650,421850,65,120,multiple,random,random,BRKGA,60.0,26.29695885509839,0.7168458781362007,18.4257602862254,29.46625,70.425,29.498329433258668,70.50167056674132
62,690,475410,65,120,multiple,random,random,BRKGA,61.53846153846154,16.05263157894737,0.2635046113306983,15.394736842105264,30.397499999999997,69.38000000000001,30.465285259702835,69.53471474029716
63,834,694722,65,120,multiple,random,random,BRKGA,61.53846153846154,19.70198675496689,3.814262023217247,16.39072847682119,29.215,70.625,29.261818910256412,70.73818108974359
64,562,315282,65,120,multiple,random,random,BRKGA,61.53846153846154,36.22828784119107,6.467661691542289,16.62531017369727,17.485,81.675,17.633118192819683,82.3668818071803
65,694,480942,65,120,multiple,random,random,BRKGA,60.0,29.234338747099766,2.558139534883721,22.041763341067284,20.83875,78.91,20.89123923858695,79.10876076141304
66,675,454950,70,120,multiple,random,random,BRKGA,58.57142857142857,27.272727272727273,3.3854166666666665,17.142857142857142,17.766250000000003,82.045,17.79984721161192,82.20015278838808
67,786,617010,70,120,multiple,random,random,BRKGA,62.857142857142854,30.717488789237667,7.415730337078652,21.300448430493272,21.09125,78.71499999999999,21.132193625148723,78.86780637485127
68,979,957462,70,120,multiple,random,random,BRKGA,51.42857142857143,16.065573770491802,0.49261083743842365,16.065573770491802,23.728749999999998,74.93,24.051338578686632,75.94866142131336
69,856,731880,70,120,multiple,random,random,BRKGA,27.142857142857142,18.620689655172413,0.0,16.32183908045977,22.4775,76.715,22.660483403483124,77.33951659651687
70,713,507656,70,120,multiple,random,random,BRKGA,42.857142857142854,18.4257602862254,0.5376344086021505,13.237924865831843,22.36375,77.095,22.485452511719686,77.51454748828031
71,740,546860,75,120,multiple,random,random,BRKGA,46.666666666666664,20.722433460076047,0.19047619047619047,14.638783269961976,20.89875,78.705,20.981890742065435,79.01810925793458
72,666,442890,75,120,multiple,random,random,BRKGA,57.333333333333336,27.601809954751133,1.1337868480725624,16.742081447963802,21.708750000000002,78.03999999999999,21.763430619431322,78.23656938056868
73,777,602952,75,120,multiple,random,random,BRKGA,50.666666666666664,24.18300653594771,0.16366612111292964,12.581699346405228,21.435000000000002,77.98499999999999,21.56004828002414,78.43995171997585
74,715,510510,75,120,multiple,random,random,BRKGA,44.0,27.162629757785467,0.0,14.186851211072664,19.772499999999997,79.0,20.018223695866762,79.98177630413323
75,907,821742,75,120,multiple,random,random,BRKGA,36.0,15.384615384615385,0.0,7.6923076923076925,21.75625,74.76,22.541540932226436,77.45845906777356
76,802,642402,80,120,multiple,random,random,BRKGA,40.0,28.67924528301887,3.213610586011342,13.018867924528301,21.88,77.095,22.106592573882292,77.8934074261177
77,712,506232,80,120,multiple,random,random,BRKGA,57.5,34.285714285714285,0.6734006734006734,14.957983193277311,20.9225,76.61,21.451823751057336,78.54817624894267
78,741,548340,80,120,multiple,random,random,BRKGA,48.75,15.030674846625766,1.3824884792626728,17.177914110429448,24.49375,73.74,24.93414941402522,75.06585058597477
79,829,686412,80,120,multiple,random,random,BRKGA,36.25,22.5609756097561,0.0,8.739837398373984,20.053749999999997,75.98,20.88198159501217,79.11801840498784
80,902,812702,80,120,multiple,random,random,BRKGA,42.5,22.376237623762375,0.0,6.138613861386139,18.6075,79.86999999999999,18.895179101825292,81.10482089817471
1,31,930,5,120,single,random,random,BRKGA,100.0,12.903225806451612,0.0,0.0,2.25875,7.925,22.179943537498467,77.82005646250154
2,58,3306,5,120,single,random,random,BRKGA,100.0,7.6923076923076925,0.0,7.6923076923076925,3.3225,12.915,20.46189376443418,79.53810623556582
3,22,462,5,120,single,random,random,BRKGA,100.0,8.450704225352112,0.0,8.450704225352112,3.55625,9.620000000000001,26.989849160421212,73.01015083957878
4,25,600,5,120,single,random,random,BRKGA,100.0,42.857142857142854,0.0,9.523809523809524,1.2625,12.025,9.501411100658514,90.49858889934148
5,50,2450,5,120,single,random,random,BRKGA,100.0,4.166666666666667,0.0,3.3333333333333335,4.87625,8.615,36.14379690540165,63.85620309459835
6,114,12882,10,120,single,random,random,BRKGA,100.0,31.48148148148148,0.0,15.74074074074074,5.87375,28.889999999999997,16.8961921541836,83.1038078458164
7,65,4160,10,120,single,random,random,BRKGA,100.0,30.107526881720432,0.0,20.43010752688172,6.42875,22.3,22.3774093895488,77.62259061045121
8,80,6320,10,120,single,random,random,BRKGA,100.0,26.605504587155963,0.0,0.9174311926605505,4.9675,22.46,18.11138455929268,81.88861544070731
9,70,4830,10,120,single,random,random,BRKGA,100.0,25.77319587628866,0.0,2.0618556701030926,3.6975000000000002,21.905000000000005,14.441949028415195,85.5580509715848
10,75,5550,10,120,single,random,random,BRKGA,100.0,22.22222222222222,0.0,0.8547008547008547,4.4325,20.134999999999998,18.04212882873715,81.95787117126285
11,105,10920,15,120,single,random,random,BRKGA,100.0,25.161290322580644,0.6493506493506493,7.741935483870968,6.90625,31.545,17.96105458210071,82.03894541789928
12,107,11342,15,120,single,random,random,BRKGA,100.0,18.115942028985508,0.0,5.072463768115942,5.7700000000000005,28.12,17.025671289465922,82.97432871053408
13,116,13340,15,120,single,random,random,BRKGA,100.0,35.333333333333336,0.0,2.6666666666666665,6.12625,24.305,20.1314438283015,79.8685561716985
14,96,9120,15,120,single,random,random,BRKGA,100.0,20.12578616352201,0.0,1.8867924528301887,7.29125,28.999999999999996,20.090931009540867,79.90906899045913
15,107,11342,15,120,single,random,random,BRKGA,100.0,28.387096774193548,1.2987012987012987,2.5806451612903225,7.52625,32.715,18.7028235951915,81.2971764048085
16,222,49062,20,120,single,random,random,BRKGA,100.0,34.09090909090909,0.0,10.227272727272727,8.59625,46.489999999999995,15.605073861444552,84.39492613855543
17,163,26406,20,120,single,random,random,BRKGA,100.0,37.5,1.092896174863388,10.326086956521738,7.685,39.765,16.195995785036878,83.80400421496311
18,223,49506,20,120,single,random,random,BRKGA,100.0,30.28846153846154,0.0,8.173076923076923,9.682500000000001,41.295,18.993673679564516,81.00632632043549
19,146,21170,20,120,single,random,random,BRKGA,100.0,28.021978021978022,4.972375690607735,7.6923076923076925,8.46375,46.865,15.297200822357274,84.70279917764273
20,165,27060,20,120,single,random,random,BRKGA,100.0,30.72289156626506,0.0,4.216867469879518,8.12875,42.894999999999996,15.93130649942429,84.0686935005757
21,216,46440,25,120,single,random,random,BRKGA,100.0,23.076923076923077,0.0,11.057692307692308,9.60375,54.19500000000001,15.05319461588197,84.94680538411802
22,225,50400,25,120,single,random,random,BRKGA,100.0,57.97872340425532,0.0,15.957446808510639,8.5375,65.61999999999999,11.512658867949972,88.48734113205002
23,203,41006,25,120,single,random,random,BRKGA,100.0,26.785714285714285,0.8968609865470852,8.035714285714286,9.35,50.475,15.628917676556622,84.37108232344337
24,264,69432,25,120,single,random,random,BRKGA,100.0,42.61363636363637,0.0,3.977272727272727,8.425,61.47,12.053794978181559,87.94620502181844
25,236,55460,25,120,single,random,random,BRKGA,100.0,31.5,0.0,6.0,8.76875,57.245000000000005,13.283217511503286,86.71678248849672
26,214,45582,30,120,single,random,random,BRKGA,100.0,31.28205128205128,0.0,6.666666666666667,9.476249999999999,61.129999999999995,13.421262282021775,86.57873771797823
27,266,70490,30,120,single,random,random,BRKGA,100.0,56.85279187817259,1.0204081632653061,17.766497461928935,9.72125,66.68,12.723941034996155,87.27605896500386
28,236,55460,30,120,single,random,random,BRKGA,100.0,42.21311475409836,1.646090534979424,9.01639344262295,11.6575,68.11,14.614347948725985,85.38565205127401
29,235,54990,30,120,single,random,random,BRKGA,100.0,41.55251141552512,0.0,10.95890410958904,10.417499999999999,63.294999999999995,14.13260980159403,85.86739019840597
30,266,70490,30,120,single,random,random,BRKGA,100.0,41.37931034482759,4.329004329004329,12.931034482758621,10.575,71.36,12.906572282907183,87.09342771709282
31,240,57360,35,120,single,random,random,BRKGA,100.0,35.91836734693877,4.508196721311475,6.938775510204081,10.567499999999999,70.845,12.980193459235375,87.01980654076463
32,287,82082,35,120,single,random,random,BRKGA,100.0,40.182648401826484,0.9174311926605505,13.242009132420092,10.092500000000001,64.72,13.490392648287386,86.50960735171262
33,313,97656,35,120,single,random,random,BRKGA,100.0,49.14529914529915,3.004291845493562,11.965811965811966,10.426250000000001,87.425,10.655203689273261,89.34479631072675
34,263,68906,35,120,single,random,random,BRKGA,100.0,42.028985507246375,3.3980582524271843,10.144927536231885,10.4975,75.78,12.167135116339718,87.83286488366028
35,269,72092,35,120,single,random,random,BRKGA,100.0,49.59349593495935,0.40816326530612246,10.56910569105691,11.0625,86.38000000000001,11.352849116145418,88.64715088385458
