instance,|V|,|A|,|B|,T,model,cost,meters,tourMinutes,blocksMeters,blocksMinutes,numVisitedBlocks,numVisitedNodes,numOriginalVisitedNodes,numRepeatedNodes,numRepeatedArcs,Components,ComponentsSelection,Profits,Algorithm
56,374,139502,60,120,SOL-STATS,54,9215,13.8225,17602,105.612,54,166,262,29,8,single,sparse,unitary,BRKGA
57,346,119370,60,120,SOL-STATS,55,9258,13.887,17671,106.026,55,154,269,41,9,single,sparse,unitary,BRKGA
58,346,119370,60,120,SOL-STATS,55,9103,13.6545,17689,106.134,55,144,255,29,7,single,sparse,unitary,BRKGA
59,346,119370,60,120,SOL-STATS,55,9103,13.6545,17689,106.134,55,144,255,29,7,single,sparse,unitary,BRKGA
5,34,1122,5,120,SOL-STATS,5,5384,8.076,2198,13.188,5,6,135,3,0,single,sparse,unitary,BRKGA
60,347,120062,60,120,SOL-STATS,54,10057,15.0855,17377,104.262,54,149,291,37,18,single,sparse,unitary,BRKGA
61,374,139502,65,120,SOL-STATS,57,9086,13.629,17690,106.14,57,157,248,34,1,single,sparse,unitary,BRKGA
62,374,139502,65,120,SOL-STATS,57,8261,12.3915,17917,107.502,57,136,246,26,0,single,sparse,unitary,BRKGA
63,376,141000,65,120,SOL-STATS,57,8769,13.1535,17778,106.668,57,147,252,31,0,single,sparse,unitary,BRKGA
64,374,139502,65,120,SOL-STATS,57,9471,14.2065,17608,105.648,57,171,301,46,14,single,sparse,unitary,BRKGA
65,372,138012,65,120,SOL-STATS,57,8640,12.96,17823,106.938,57,135,237,30,4,single,sparse,unitary,BRKGA
66,387,149382,70,120,SOL-STATS,58,9006,13.509,17745,106.47,58,129,239,29,3,single,sparse,unitary,BRKGA
67,393,154056,70,120,SOL-STATS,58,9556,14.334,17560,105.36,58,148,279,55,0,single,sparse,unitary,BRKGA
68,387,149382,70,120,SOL-STATS,59,9149,13.7235,17707,106.242,59,153,258,21,6,single,sparse,unitary,BRKGA
69,399,158802,70,120,SOL-STATS,58,9036,13.554,17676,106.056,58,142,255,25,9,single,sparse,unitary,BRKGA
6,53,2756,10,120,SOL-STATS,10,5617,8.4255,4753,28.518,10,13,142,3,0,single,sparse,unitary,BRKGA
70,384,147072,70,120,SOL-STATS,59,8514,12.771,17799,106.794,59,146,288,44,2,single,sparse,unitary,BRKGA
71,417,173472,75,120,SOL-STATS,60,8790,13.185,17753,106.518,60,151,271,29,0,single,sparse,unitary,BRKGA
72,421,176820,75,120,SOL-STATS,60,9199,13.7985,17690,106.14,60,128,262,19,0,single,sparse,unitary,BRKGA
73,420,175980,75,120,SOL-STATS,59,9326,13.989,17619,105.714,59,137,253,20,7,single,sparse,unitary,BRKGA
74,414,170982,75,120,SOL-STATS,60,8363,12.5445,17892,107.352,60,138,244,24,0,single,sparse,unitary,BRKGA
75,414,170982,75,120,SOL-STATS,60,8363,12.5445,17892,107.352,60,138,244,24,0,single,sparse,unitary,BRKGA
76,430,184470,80,120,SOL-STATS,58,11692,17.538,17071,102.426,58,137,305,53,46,single,sparse,unitary,BRKGA
77,464,214832,80,120,SOL-STATS,59,10021,15.0315,17457,104.742,59,143,274,46,5,single,sparse,unitary,BRKGA
78,432,186192,80,120,SOL-STATS,60,7895,11.8425,17993,107.958,60,123,201,20,5,single,sparse,unitary,BRKGA
79,434,187922,80,120,SOL-STATS,60,8572,12.858,17830,106.98,60,135,255,15,0,single,sparse,unitary,BRKGA
7,73,5256,10,120,SOL-STATS,10,5432,8.148,4435,26.61,10,36,159,24,0,single,sparse,unitary,BRKGA
80,430,184470,80,120,SOL-STATS,58,11692,17.538,17071,102.426,58,137,305,53,46,single,sparse,unitary,BRKGA
8,66,4290,10,120,SOL-STATS,10,5826,8.739,4265,25.59,10,21,158,10,0,single,sparse,unitary,BRKGA
9,84,6972,10,120,SOL-STATS,10,5015,7.5225,4330,25.98,10,18,148,3,0,single,sparse,unitary,BRKGA
10,110,11990,10,120,SOL-STATS,10,24491,36.7365,2656,15.936,10,25,740,69,0,multiple,sparse,unitary,BRKGA
11,128,16256,15,120,SOL-STATS,15,28442,42.663,4347,26.082,15,47,877,77,4,multiple,sparse,unitary,BRKGA
12,144,20592,15,120,SOL-STATS,15,27509,41.2635,4241,25.446,15,50,829,71,4,multiple,sparse,unitary,BRKGA
13,160,25440,15,120,SOL-STATS,15,28570,42.855,5697,34.182,15,48,840,61,4,multiple,sparse,unitary,BRKGA
14,135,18090,15,120,SOL-STATS,15,28907,43.3605,4283,25.698,15,52,860,34,4,multiple,sparse,unitary,BRKGA
15,129,16512,15,120,SOL-STATS,15,29160,43.74,4368,26.208,15,49,876,36,4,multiple,sparse,unitary,BRKGA
16,194,37442,20,120,SOL-STATS,20,28714,43.071,6372,38.232,20,53,887,77,4,multiple,sparse,unitary,BRKGA
17,155,23870,20,120,SOL-STATS,20,28305,42.4575,5213,31.278,20,54,860,75,4,multiple,sparse,unitary,BRKGA
18,157,24492,20,120,SOL-STATS,20,28249,42.3735,4973,29.838,20,53,854,77,4,multiple,sparse,unitary,BRKGA
19,151,22650,20,120,SOL-STATS,20,28611,42.9165,5308,31.848,20,55,868,69,4,multiple,sparse,unitary,BRKGA
1,54,2862,5,120,SOL-STATS,5,19294,28.941,1526,9.156,5,8,518,0,0,multiple,sparse,unitary,BRKGA
20,156,24180,20,120,SOL-STATS,20,28361,42.5415,5414,32.484,20,53,858,79,4,multiple,sparse,unitary,BRKGA
21,194,37442,25,120,SOL-STATS,25,31448,47.172,7409,44.454,25,59,965,120,1,multiple,sparse,unitary,BRKGA
22,193,37056,25,120,SOL-STATS,25,31134,46.701,7352,44.112,25,57,910,134,1,multiple,sparse,unitary,BRKGA
23,196,38220,25,120,SOL-STATS,25,29839,44.7585,7147,42.882,25,62,889,121,1,multiple,sparse,unitary,BRKGA
24,193,37056,25,120,SOL-STATS,25,31280,46.92,7399,44.394,25,57,931,120,1,multiple,sparse,unitary,BRKGA
25,193,37056,25,120,SOL-STATS,25,30067,45.1005,7650,45.9,25,58,879,118,1,multiple,sparse,unitary,BRKGA
26,239,56882,30,120,SOL-STATS,30,31375,47.0625,9137,54.822,30,91,963,171,23,multiple,sparse,unitary,BRKGA
27,326,105950,30,120,SOL-STATS,29,42210,63.315,8517,51.102,29,196,1352,254,293,multiple,sparse,unitary,BRKGA
28,235,54990,30,120,SOL-STATS,30,29547,44.3205,8885,53.31,30,88,900,114,0,multiple,sparse,unitary,BRKGA
29,234,54522,30,120,SOL-STATS,30,31572,47.358,8799,52.794,30,98,948,155,6,multiple,sparse,unitary,BRKGA
2,59,3422,5,120,SOL-STATS,5,18224,27.336,1263,7.578,5,11,517,0,0,multiple,sparse,unitary,BRKGA
30,228,51756,30,120,SOL-STATS,30,30541,45.8115,8691,52.146,30,98,929,138,6,multiple,sparse,unitary,BRKGA
31,244,59292,35,120,SOL-STATS,35,31426,47.139,10286,61.716,35,79,940,146,3,multiple,sparse,unitary,BRKGA
32,289,83232,35,120,SOL-STATS,35,30187,45.2805,10505,63.03,35,105,906,105,4,multiple,sparse,unitary,BRKGA
33,265,69960,35,120,SOL-STATS,35,30131,45.1965,10651,63.906,35,107,896,135,2,multiple,sparse,unitary,BRKGA
34,250,62250,35,120,SOL-STATS,35,30793,46.1895,10227,61.362,35,81,934,140,4,multiple,sparse,unitary,BRKGA
35,245,59780,35,120,SOL-STATS,35,33131,49.6965,10242,61.452,35,79,964,163,3,multiple,sparse,unitary,BRKGA
36,303,91506,40,120,SOL-STATS,39,30752,46.128,11951,71.706,39,141,973,103,10,multiple,sparse,unitary,BRKGA
37,310,95790,40,120,SOL-STATS,39,30755,46.1325,12308,73.848,39,141,970,103,10,multiple,sparse,unitary,BRKGA
38,303,91506,40,120,SOL-STATS,39,31406,47.109,11998,71.988,39,140,974,115,11,multiple,sparse,unitary,BRKGA
39,303,91506,40,120,SOL-STATS,39,30857,46.2855,12210,73.26,39,141,975,104,10,multiple,sparse,unitary,BRKGA
3,48,2256,5,120,SOL-STATS,5,20139,30.2085,1027,6.162,5,8,548,9,0,multiple,sparse,unitary,BRKGA
40,303,91506,40,120,SOL-STATS,38,31116,46.674,11625,69.75,38,138,963,113,10,multiple,sparse,unitary,BRKGA
41,324,104652,45,120,SOL-STATS,42,31043,46.5645,12111,72.666,42,137,920,74,2,multiple,sparse,unitary,BRKGA
42,345,118680,45,120,SOL-STATS,38,29388,44.082,11972,71.832,38,115,886,73,1,multiple,sparse,unitary,BRKGA
43,337,113232,45,120,SOL-STATS,38,29300,43.95,11424,68.544,38,100,857,20,1,multiple,sparse,unitary,BRKGA
44,343,117306,45,120,SOL-STATS,40,31353,47.0295,12136,72.816,40,147,922,107,2,multiple,sparse,unitary,BRKGA
45,327,106602,45,120,SOL-STATS,40,31217,46.8255,11874,71.244,40,133,907,98,3,multiple,sparse,unitary,BRKGA
46,367,134322,50,120,SOL-STATS,43,28684,43.026,12736,76.416,43,176,869,58,18,multiple,sparse,unitary,BRKGA
47,367,134322,50,120,SOL-STATS,42,28713,43.0695,12497,74.982,42,151,896,85,6,multiple,sparse,unitary,BRKGA
48,371,137270,50,120,SOL-STATS,42,27611,41.4165,12670,76.02,42,136,819,76,6,multiple,sparse,unitary,BRKGA
49,367,134322,50,120,SOL-STATS,42,27722,41.583,12409,74.454,42,141,839,75,6,multiple,sparse,unitary,BRKGA
4,45,1980,5,120,SOL-STATS,5,19544,29.316,1058,6.348,5,8,563,0,0,multiple,sparse,unitary,BRKGA
50,367,134322,50,120,SOL-STATS,42,28182,42.273,12724,76.344,42,151,853,85,6,multiple,sparse,unitary,BRKGA
51,399,158802,55,120,SOL-STATS,45,30112,45.168,12432,74.592,45,175,860,113,32,multiple,sparse,unitary,BRKGA
52,387,149382,55,120,SOL-STATS,44,27604,41.406,12859,77.154,44,148,831,75,6,multiple,sparse,unitary,BRKGA
53,390,151710,55,120,SOL-STATS,44,27740,41.61,13048,78.288,44,152,829,81,5,multiple,sparse,unitary,BRKGA
54,386,148610,55,120,SOL-STATS,43,27898,41.847,12886,77.316,43,140,865,75,6,multiple,sparse,unitary,BRKGA
55,388,150156,55,120,SOL-STATS,44,27332,40.998,13072,78.432,44,151,829,68,5,multiple,sparse,unitary,BRKGA
56,468,218556,60,120,SOL-STATS,38,28564,42.846,12321,73.926,38,128,856,22,3,multiple,sparse,unitary,BRKGA
57,414,170982,60,120,SOL-STATS,42,27909,41.8635,12917,77.502,42,122,826,20,2,multiple,sparse,unitary,BRKGA
58,489,238632,60,120,SOL-STATS,37,29005,43.5075,12538,75.228,37,141,925,20,2,multiple,sparse,unitary,BRKGA
59,473,223256,60,120,SOL-STATS,39,26916,40.374,13029,78.174,39,133,818,17,2,multiple,sparse,unitary,BRKGA
5,58,3306,5,120,SOL-STATS,5,20139,30.2085,1641,9.846,5,7,548,9,0,multiple,sparse,unitary,BRKGA
60,469,219492,60,120,SOL-STATS,39,26916,40.374,12720,76.32,39,131,818,17,2,multiple,sparse,unitary,BRKGA
61,515,264710,65,120,SOL-STATS,39,19957,29.9355,13101,78.606,39,123,666,24,2,multiple,sparse,unitary,BRKGA
62,508,257556,65,120,SOL-STATS,39,19235,28.8525,13193,79.158,39,144,636,18,2,multiple,sparse,unitary,BRKGA
63,517,266772,65,120,SOL-STATS,39,21166,31.749,13229,79.374,39,124,698,23,2,multiple,sparse,unitary,BRKGA
64,513,262656,65,120,SOL-STATS,39,19477,29.2155,13218,79.308,39,135,638,19,2,multiple,sparse,unitary,BRKGA
65,533,283556,65,120,SOL-STATS,39,20351,30.5265,13424,80.544,39,136,690,10,2,multiple,sparse,unitary,BRKGA
66,531,281430,70,120,SOL-STATS,42,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,unitary,BRKGA
67,561,314160,70,120,SOL-STATS,42,19596,29.394,14096,84.576,42,140,661,18,2,multiple,sparse,unitary,BRKGA
68,564,317532,70,120,SOL-STATS,42,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,unitary,BRKGA
69,534,284622,70,120,SOL-STATS,42,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,unitary,BRKGA
6,95,8930,10,120,SOL-STATS,10,27579,41.3685,2252,13.512,10,27,881,69,0,multiple,sparse,unitary,BRKGA
70,563,316406,70,120,SOL-STATS,42,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,unitary,BRKGA
71,611,372710,75,120,SOL-STATS,43,20282,30.423,14835,89.01,43,148,685,9,2,multiple,sparse,unitary,BRKGA
72,605,365420,75,120,SOL-STATS,42,20244,30.366,14749,88.494,42,138,654,22,2,multiple,sparse,unitary,BRKGA
73,607,367842,75,120,SOL-STATS,44,19297,28.9455,14896,89.376,44,148,655,10,2,multiple,sparse,unitary,BRKGA
74,607,367842,75,120,SOL-STATS,44,19297,28.9455,14896,89.376,44,148,655,10,2,multiple,sparse,unitary,BRKGA
75,607,367842,75,120,SOL-STATS,44,19297,28.9455,14896,89.376,44,148,655,10,2,multiple,sparse,unitary,BRKGA
76,665,441560,80,120,SOL-STATS,38,17411,26.1165,15293,91.758,38,139,616,12,2,multiple,sparse,unitary,BRKGA
77,934,871422,80,120,SOL-STATS,39,17206,25.809,15562,93.372,39,141,602,10,2,multiple,sparse,unitary,BRKGA
78,665,441560,80,120,SOL-STATS,38,17411,26.1165,15293,91.758,38,139,616,12,2,multiple,sparse,unitary,BRKGA
79,668,445556,80,120,SOL-STATS,39,17206,25.809,15562,93.372,39,141,602,10,2,multiple,sparse,unitary,BRKGA
7,97,9312,10,120,SOL-STATS,10,28414,42.621,2919,17.514,10,30,842,34,0,multiple,sparse,unitary,BRKGA
80,667,444222,80,120,SOL-STATS,39,17206,25.809,15562,93.372,39,141,602,10,2,multiple,sparse,unitary,BRKGA
8,95,8930,10,120,SOL-STATS,10,26994,40.491,2492,14.952,10,28,857,69,0,multiple,sparse,unitary,BRKGA
9,95,8930,10,120,SOL-STATS,10,27044,40.566,2682,16.092,10,29,777,77,0,multiple,sparse,unitary,BRKGA
